	variant	parent	child-ga	parent-ga	variant-parent-ratio
117	BF.7	BA.5.2.1	2.2196488	1.8212128	1.218775093168684
118	BF.7.4	BF.7	2.2196488	2.2196488	1.0
119	BF.8	BA.5.2.1	1.8212128	1.8212128	1.0
120	BF.9	BA.5.2.1	1.8212128	1.8212128	1.0
121	BG.2	BA.2.12.1	1.2195985	1.2195985	1.0
122	BG.4	BA.2.12.1	1.2195985	1.2195985	1.0
123	BG.5	BA.2.12.1	1.2195985	1.2195985	1.0
124	BK.1	BA.5.1.10	1.8393384	1.8393384	1.0
125	BM.1.1	BA.2.75	2.2406614	0.051925015	43.15186813138138
126	BN.1	BA.2.75.5	0.05597447	0.048186705	1.1616164666166735
127	BQ.1	BE.1.1.1	2.595908	0.11326863	22.918154832454494
128	BQ.1.1	BQ.1	2.7864332	2.595908	1.0733944346255722
129	BQ.1.1.3	BQ.1.1	2.7864332	2.7864332	1.0
130	BQ.1.1.4	BQ.1.1	2.7864332	2.7864332	1.0
131	BQ.1.1.5	BQ.1.1	2.7864332	2.7864332	1.0
132	BQ.1.11	BQ.1	2.595908	2.595908	1.0
133	BQ.1.12	BQ.1	2.595908	2.595908	1.0
134	BQ.1.13	BQ.1	2.595908	2.595908	1.0
135	BQ.1.14	BQ.1	2.595908	2.595908	1.0
136	BQ.1.2	BQ.1	2.595908	2.595908	1.0
137	BQ.1.3	BQ.1	2.5959108	2.595908	1.00000107862066
138	BQ.1.6	BQ.1	2.5959108	2.595908	1.00000107862066
