innov-ga	mut-ga	parent	mut-parent-ga	mut-pc-ratio	innov-parent-ga	innov-pc-ratio	innov-mut-ratio	log-innov-mut-ratio	outlier
1.5950956	1.2825345755011295	BA.2					1.243705729630519	0.21809541459025508	False
0.6462755	0.6101000417441184	BA.2					1.0592943054920392	0.05760293687853395	False
0.6718935	0.6381177500683252	BA.1	0.6101000417441184	1.045923137858033	0.6462755	1.0396394416932098	1.0529302780373346	0.05157701826959095	False
0.6784698	0.6366472096303709	BA.1.1	0.6381177500683252	0.9976955030042703	0.6718935	1.00978771189184	1.0656919401153282	0.06362429722032903	False
0.74011064	0.714600992268341	BA.1.1	0.6381177500683252	1.1198575689076609	0.6718935	1.1015296918336017	1.0356977502237779	0.03507535438264333	False
0.6896542	0.6476682033137349	BA.1.1	0.6381177500683252	1.0149666001993944	0.6718935	1.0264338023808832	1.0648263979479735	0.06281177925274405	False
0.70974934	0.6840097039295338	BA.1.1	0.6381177500683252	1.0719176889473687	0.6718935	1.0563420244428618	1.0376305130213737	0.03693976089435456	False
0.6357476	0.6020538746898279	BA.1.1	0.6381177500683252	0.9434839802299249	0.6718935	0.9462029324587898	1.055964634938245	0.05445469508146571	False
0.6071195	0.5828028174971823	BA.1.1	0.6381177500683252	0.9133154773312291	0.6718935	0.9035948405513672	1.0417236872794207	0.04087673281033143	False
0.62820584	0.5980398446715577	BA.1	0.6101000417441184	0.9802324270654307	0.6462755	0.9720403140765819	1.0504414473336796	0.04921050184724702	False
0.67889225	0.6453667090325661	BA.1.15	0.5980398446715577	1.0791366407818532	0.62820584	1.0806843979673924	1.0519480482928694	0.05064372934407517	False
0.68717766	0.6505039959324214	BA.1	0.6101000417441184	1.0662251293620608	0.6462755	1.0632890462349263	1.0563773078980265	0.05484542061378889	False
0.6854394	0.6467443308877554	BA.1	0.6101000417441184	1.060062754690002	0.6462755	1.0605993883413498	1.059830550132739	0.058109036979924825	False
0.677179	0.6154112294975943	BA.1	0.6101000417441184	1.0087054374529998	0.6462755	1.0478178423907452	1.1003682863454267	0.09564492953795013	False
1.0223404	1.0	BA.2					1.0223404	0.022094508732257205	False
0.88312566	0.8341929456302405	BA.2					1.0586587487056611	0.057002775506500354	False
0.90117824	0.8508735411344431	BA.2.10	0.8341929456302405	1.0199960879453378	0.88312566	1.020441688898497	1.0591212400358427	0.05743954546371279	False
1.2066834	1.1400889655626567	BA.2					1.0584116121187768	0.05676930514804642	False
1.2144918	1.1489745935553901	BA.2.12	1.1400889655626567	1.007793802291866	1.2066834	1.006470959988345	1.057022328267393	0.0554558308536285	False
1.2161423	1.1946170907448928	BA.2					1.018018501009127	0.017858091842487607	False
1.3397486	1.1946170907448928	BA.2.13	1.1946170907448928	1.0	1.2161423	1.101638023774027	1.1214878896170921	0.11465627654005675	False
0.9911268	0.9420924948295608	BA.2					1.05204829190292	0.050739018112607046	False
